CustomerID,Gender,Location,Tenure_Months
10132,Male,Chicago,47
10133,Male,New York,51
10134,Male,Chicago,49
10135,Male,Los Angeles,30
10136,Male,Houston,35
10137,Male,Houston,48
10138,Male,Houston,14
10139,Male,Los Angeles,12
10140,Male,Chicago,28
10141,Female,Miami,44
10142,Male,Chicago,29
10143,Female,New York,43
10144,Female,Houston,17
10145,Female,Chicago,40
10146,Male,Miami,49
10147,Male,New York,21
10148,Male,Los Angeles,57
10149,Male,Los Angeles,23
10150,Female,Miami,20
10151,Male,New York,11
10152,Male,Houston,57
10153,Male,Chicago,57
10154,Male,New York,34
10155,Male,Los Angeles,10
10156,Female,Miami,10
10157,Male,Miami,43
10158,Female,Chicago,6
10159,Male,Miami,36
10160,Female,Miami,24
10161,Male,New York,12
10162,Male,Houston,43
10163,Female,Chicago,55
10164,Female,New York,23
10165,Female,Houston,27
10166,Male,New York,58
10167,Female,New York,57
10168,Male,Miami,45
10169,Male,Houston,37
10170,Female,Chicago,6
10171,Female,Chicago,1
10172,Male,Houston,6
10173,Male,Miami,50
10174,Female,Los Angeles,22
10175,Female,New York,41
10176,Female,Miami,24
10177,Male,Houston,25
10178,Male,New York,15
10179,Male,Chicago,26
10180,Male,Los Angeles,8
10181,Male,Chicago,51
10182,Male,Houston,24
10183,Female,New York,48
10184,Male,Houston,38
10185,Male,New York,6
10186,Male,Miami,54
10187,Female,Los Angeles,35
10188,Male,Miami,42
10189,Male,Miami,1
10190,Female,Houston,46
10191,Male,Los Angeles,36
10192,Male,New York,58
10193,Male,New York,12
10194,Male,Chicago,38
10195,Male,New York,11
10196,Female,Houston,12
10197,Female,Miami,42
10198,Female,Miami,50
10199,Male,Miami,39
10200,Male,Los Angeles,7
10201,Male,New York,11
10202,Female,Houston,36
10203,Male,Los Angeles,52
10204,Male,Chicago,31
10205,Female,Houston,33
10206,Male,Houston,13
10207,Female,Houston,18
10208,Female,Miami,41
10209,Female,Houston,58
10210,Male,New York,56
10211,Male,Houston,24
10212,Male,Miami,9
10213,Male,Houston,31
10214,Male,Chicago,55
10215,Male,Chicago,41
10216,Male,Miami,10
10217,Female,New York,2
10218,Male,New York,38
10219,Female,Los Angeles,15
10220,Male,Miami,3
10221,Male,Houston,43
10222,Male,Miami,31
10223,Female,Los Angeles,6
10224,Female,Miami,3
10225,Female,Miami,56
10226,Female,Los Angeles,11
10227,Male,New York,15
10228,Female,Houston,45
10229,Male,Los Angeles,52
10230,Male,Chicago,28
10231,Female,New York,10
10232,Female,Chicago,38
10233,Female,New York,47
10234,Female,Houston,57
10235,Female,Houston,50
10236,Female,Miami,50
10237,Female,Chicago,7
10238,Female,New York,15
10239,Male,Houston,18
10240,Female,Los Angeles,18
10241,Female,Houston,52
10242,Male,Los Angeles,41
10243,Female,New York,24
10244,Male,Houston,2
10245,Male,Houston,40
10246,Female,New York,20
10247,Male,Houston,34
10248,Male,Los Angeles,43
10249,Male,Houston,26
10250,Male,Chicago,7
10251,Female,Miami,38
10252,Male,Los Angeles,30
10253,Female,Chicago,42
10254,Male,New York,5
10255,Male,Los Angeles,11
10256,Male,Miami,1
10257,Male,Miami,34
10258,Female,New York,56
10259,Female,New York,1
10260,Male,Los Angeles,19
10261,Male,Houston,2
10262,Female,New York,21
10263,Male,Houston,20
10264,Male,Chicago,23
10265,Male,Miami,21
10266,Female,Houston,24
10267,Female,Miami,4
10268,Female,Houston,12
10269,Male,Chicago,22
10270,Male,New York,20
10271,Female,Chicago,18
10272,Female,New York,1
10273,Female,New York,30
10274,Female,Miami,33
10275,Male,Chicago,24
10276,Female,Houston,14
10277,Male,Chicago,36
10278,Female,Miami,5
10279,Male,New York,11
10280,Female,Miami,24
10281,Female,Los Angeles,31
10282,Female,Los Angeles,55
10283,Female,Houston,13
10284,Male,Miami,16
10285,Female,Houston,24
10286,Male,Houston,13
10287,Male,Los Angeles,24
10288,Male,Houston,54
10289,Male,Los Angeles,26
10290,Female,New York,2
10291,Male,Miami,16
10292,Male,Houston,38
10293,Male,Los Angeles,46
10294,Female,Chicago,1
10295,Female,Houston,49
10296,Female,New York,11
10297,Female,New York,51
10298,Male,Chicago,35
10299,Male,Los Angeles,43
10300,Female,Houston,29
10301,Male,Los Angeles,37
10302,Male,New York,17
10303,Male,Los Angeles,58
10304,Female,New York,54
10305,Female,Los Angeles,39
10306,Male,Chicago,42
10307,Female,Miami,28
10308,Female,Chicago,29
10309,Female,Chicago,43
10310,Female,Miami,3
10311,Female,Miami,52
10312,Male,Houston,10
10313,Female,Houston,59
10314,Male,Chicago,42
10315,Male,Chicago,14
10316,Female,New York,12
10317,Male,New York,47
10318,Male,Houston,42
10319,Male,Houston,30
10320,Female,New York,32
10321,Female,New York,32
10322,Male,Los Angeles,42
10323,Female,Los Angeles,32
10324,Female,New York,26
10325,Female,Los Angeles,51
10326,Female,Miami,1
10327,Male,Houston,56
10328,Male,Houston,58
10329,Female,New York,42
10330,Female,Chicago,2
10331,Male,New York,17
10332,Male,Los Angeles,30
10333,Female,Chicago,56
10334,Male,Los Angeles,39
10335,Female,Miami,7
10336,Female,Los Angeles,52
10337,Male,Miami,27
10338,Male,Miami,9
10339,Female,Los Angeles,22
10340,Female,Los Angeles,34
10341,Male,Miami,46
10342,Female,Chicago,49
10343,Male,Miami,1
10344,Female,Houston,9
10345,Male,Miami,20
10346,Male,Chicago,53
10347,Male,Houston,19
10348,Female,New York,36
10349,Female,New York,40
10350,Male,Chicago,45
10351,Female,Miami,4
10352,Male,Los Angeles,9
10353,Male,Chicago,41
10354,Female,Houston,22
10355,Female,Houston,18
10356,Male,New York,12
10357,Female,Houston,42
10358,Female,Chicago,43
10359,Male,Houston,39
10360,Male,Chicago,9
10361,Female,Los Angeles,6
10362,Male,New York,19
10363,Male,Houston,48
10364,Female,Chicago,47
10365,Male,Miami,7
10366,Male,New York,16
10367,Female,Los Angeles,5
10368,Female,Chicago,16
10369,Male,Los Angeles,1
10370,Male,Los Angeles,51
10371,Female,Houston,37
10372,Female,Houston,39
10373,Female,Chicago,19
10374,Female,Miami,54
10375,Male,Chicago,37
10376,Female,Miami,17
10377,Female,Los Angeles,26
10378,Male,New York,22
10379,Female,Chicago,8
10380,Male,Chicago,33
10381,Female,Miami,2
10382,Female,Los Angeles,30
10383,Female,Los Angeles,47
10384,Male,Miami,20
10385,Male,Los Angeles,18
10386,Female,Houston,43
10387,Male,New York,57
10388,Male,Chicago,10
10389,Male,New York,24
10390,Male,Chicago,56
10391,Male,Houston,4
10392,Male,Los Angeles,37
10393,Female,Miami,4
10394,Female,Houston,13
10395,Male,New York,25
10396,Female,Miami,13
10397,Female,Los Angeles,18
10398,Female,Houston,59
10399,Female,Miami,24
10400,Male,Houston,2
10401,Female,Houston,48
10402,Female,Los Angeles,33
10403,Male,Chicago,58
10404,Male,Miami,19
10405,Female,Los Angeles,9
10406,Female,Houston,28
10407,Female,Los Angeles,35
10408,Female,Chicago,57
10409,Female,Miami,39
10410,Female,Chicago,10
10411,Male,New York,1
10412,Female,Miami,42
10413,Female,Chicago,21
10414,Male,Houston,9
10415,Male,Miami,47
10416,Male,Miami,15
10417,Male,Los Angeles,35
10418,Female,Houston,57
10419,Female,New York,5
10420,Female,Chicago,41
10421,Female,Los Angeles,58
10422,Female,Chicago,22
10423,Female,New York,41
10424,Male,New York,23
10425,Female,Miami,7
10426,Male,New York,56
10427,Male,Chicago,23
10428,Female,Houston,44
10429,Male,Houston,25
10430,Female,Miami,27
10431,Male,Chicago,41
10432,Female,Chicago,6
10433,Male,New York,55
10434,Female,Chicago,34
10435,Female,Los Angeles,9
10436,Female,New York,49
10437,Female,Los Angeles,33
10438,Female,Miami,51
10439,Male,Houston,6
10440,Male,Miami,37
10441,Male,Houston,31
10442,Female,Miami,34
10443,Male,Chicago,41
10444,Female,Los Angeles,29
10445,Female,Houston,58
10446,Male,New York,14
10447,Male,Los Angeles,36
10448,Female,New York,36
10449,Male,Los Angeles,53
10450,Female,Los Angeles,15
10451,Female,Miami,8
10452,Female,Houston,26
10453,Female,Houston,36
10454,Female,Los Angeles,48
10455,Male,Chicago,21
10456,Male,Chicago,28
10457,Female,New York,4
10458,Female,New York,16
10459,Male,Miami,22
10460,Male,Los Angeles,12
10461,Female,New York,16
10462,Male,New York,51
10463,Female,Los Angeles,40
10464,Male,Miami,38
10465,Female,New York,42
10466,Male,Miami,37
10467,Female,Houston,29
10468,Male,Miami,18
10469,Male,Chicago,10
10470,Female,Chicago,42
10471,Male,Miami,39
10472,Female,Chicago,18
10473,Male,Houston,1
10474,Female,Los Angeles,39
10475,Male,Chicago,21
10476,Female,Chicago,1
10477,Male,Miami,15
10478,Female,Houston,4
10479,Male,Los Angeles,20
10480,Female,Miami,10
10481,Female,Miami,23
10482,Female,Houston,41
10483,Male,Los Angeles,34
10484,Female,Houston,46
10485,Male,Los Angeles,48
10486,Female,Houston,33
10487,Male,Miami,34
10488,Female,Miami,39
10489,Male,New York,10
10490,Male,Chicago,54
10491,Female,Houston,20
10492,Male,New York,1
10493,Male,Chicago,13
10494,Female,Houston,1
10495,Male,Los Angeles,5
10496,Male,Chicago,16
10497,Male,Miami,15
10498,Female,New York,49
10499,Male,Chicago,28
10500,Female,Chicago,31
10501,Male,Miami,23
10502,Male,Houston,48
10503,Male,Los Angeles,45
10504,Female,Miami,43
10505,Male,Los Angeles,17
10506,Male,Houston,49
10507,Female,Chicago,34
10508,Male,Los Angeles,13
10509,Female,New York,14
10510,Female,New York,11
10511,Male,Miami,28
10512,Female,Houston,42
10513,Male,Miami,32
10514,Female,Miami,35
10515,Female,Miami,59
10516,Male,New York,31
10517,Female,New York,17
10518,Female,Miami,47
10519,Female,New York,9
10520,Female,Houston,10
10521,Female,Miami,8
10522,Male,New York,21
10523,Female,Los Angeles,13
10524,Male,Miami,59
10525,Female,Miami,50
10526,Male,Houston,5
10527,Male,Chicago,6
10528,Female,Chicago,30
10529,Female,Houston,31
10530,Female,Houston,17
10531,Male,Houston,11
10532,Female,Chicago,20
10533,Male,Houston,48
10534,Male,New York,9
10535,Male,Miami,2
10536,Female,Miami,37
10537,Female,Los Angeles,1
10538,Male,Los Angeles,4
10539,Male,Miami,36
10540,Female,New York,54
10541,Male,Chicago,58
10542,Female,Chicago,25
10543,Male,New York,3
10544,Female,Chicago,9
10545,Male,Houston,22
10546,Female,Miami,23
10547,Male,Miami,12
10548,Female,New York,10
10549,Female,Chicago,34
10550,Male,Los Angeles,43
10551,Male,Los Angeles,10
10552,Female,Chicago,30
10553,Male,Los Angeles,22
10554,Female,New York,6
10555,Male,New York,50
10556,Female,Chicago,2
10557,Female,Los Angeles,30
10558,Female,New York,2
10559,Female,New York,32
10560,Female,Houston,42
10561,Female,Houston,16
10562,Male,New York,12
10563,Male,Chicago,1
10564,Male,Miami,53
10565,Female,Miami,8
10566,Female,New York,48
10567,Female,New York,50
10568,Female,New York,13
10569,Male,Chicago,15
10570,Male,Houston,53
10571,Female,New York,44
10572,Male,New York,8
10573,Male,Los Angeles,10
10574,Female,Chicago,46
10575,Male,New York,5
10576,Female,Los Angeles,50
10577,Male,Miami,19
10578,Female,New York,47
10579,Female,New York,38
10580,Female,Los Angeles,59
10581,Female,Chicago,11
10582,Male,New York,53
10583,Female,Miami,43
10584,Female,New York,20
10585,Female,Miami,20
10586,Male,Houston,21
10587,Female,Houston,18
10588,Male,Miami,57
10589,Female,Chicago,50
10590,Male,New York,10
10591,Male,New York,34
10592,Female,Houston,26
10593,Male,Miami,30
10594,Female,New York,9
10595,Female,New York,46
10596,Female,Chicago,51
10597,Male,Los Angeles,31
10598,Male,Houston,42
10599,Female,Houston,55
10600,Female,Los Angeles,4
10601,Male,New York,6
10602,Female,Chicago,14
10603,Female,Chicago,4
10604,Female,Houston,26
10605,Male,Chicago,47
10606,Male,Los Angeles,48
10607,Male,New York,39
10608,Female,Los Angeles,17
10609,Female,Miami,19
10610,Female,Houston,51
10611,Male,Chicago,49
10612,Female,Miami,6
10613,Female,Chicago,29
10614,Female,New York,11
10615,Female,New York,16
10616,Male,New York,30
10617,Male,Chicago,25
10618,Female,Miami,40
10619,Male,New York,11
10620,Male,Miami,7
10621,Female,Chicago,26
10622,Female,Miami,56
10623,Male,Chicago,22
10624,Female,Chicago,25
10625,Male,Houston,19
10626,Female,Chicago,31
10627,Male,Chicago,26
10628,Female,Los Angeles,42
10629,Male,New York,41
10630,Male,Houston,36
10631,Male,Houston,23
10632,Female,Houston,47
10633,Male,Los Angeles,13
10634,Male,Chicago,25
10635,Female,New York,2
10636,Female,Miami,2
10637,Male,Chicago,16
10638,Male,Los Angeles,9
10639,Female,Chicago,28
10640,Female,Chicago,13
10641,Female,Los Angeles,35
10642,Female,Houston,41
10643,Female,Houston,13
10644,Male,New York,31
10645,Female,New York,21
10646,Male,Houston,32
10647,Male,Miami,54
10648,Male,Chicago,34
10649,Female,Miami,8
10650,Male,Chicago,59
10651,Male,Houston,41
10652,Female,New York,48
10653,Male,New York,2
10654,Male,Miami,38
10655,Female,New York,32
10656,Male,Houston,54
10657,Male,Miami,40
10658,Male,Chicago,58
10659,Female,New York,28
10660,Female,Los Angeles,37
10661,Female,New York,41
10662,Male,Chicago,1
10663,Male,Miami,41
10664,Female,Chicago,10
10665,Male,Los Angeles,55
10666,Male,Houston,4
10667,Female,New York,35
10668,Female,Miami,10
10669,Male,Houston,47
10670,Male,Chicago,11
10671,Male,Miami,14
10672,Female,Houston,38
10673,Female,Miami,12
10674,Female,Los Angeles,45
10675,Female,Los Angeles,17
10676,Male,New York,16
10677,Female,New York,35
10678,Female,Los Angeles,2
10679,Female,Miami,11
10680,Female,Los Angeles,41
10681,Female,New York,3
10682,Male,Los Angeles,29
10683,Male,Los Angeles,18
10684,Female,Miami,20
10685,Male,Houston,47
10686,Female,New York,14
10687,Female,Miami,34
10688,Male,Los Angeles,49
10689,Male,Los Angeles,54
10690,Female,Houston,31
10691,Female,New York,58
10692,Female,New York,40
10693,Male,Chicago,42
10694,Female,New York,58
10695,Female,Houston,18
10696,Female,Chicago,30
10697,Male,Chicago,25
10698,Female,Los Angeles,19
10699,Female,Los Angeles,8
10700,Male,New York,28
10701,Female,Chicago,8
10702,Female,Los Angeles,31
10703,Male,Houston,3
10704,Female,Los Angeles,3
10705,Male,Los Angeles,44
10706,Male,Chicago,22
10707,Female,Chicago,17
10708,Female,Miami,36
10709,Female,Houston,17
10710,Female,Chicago,14
10711,Male,New York,51
10712,Female,Houston,9
10713,Male,Houston,30
10714,Female,Chicago,21
10715,Female,Houston,12
10716,Female,Chicago,37
10717,Male,Los Angeles,32
10718,Female,Miami,11
10719,Female,Los Angeles,20
10720,Female,Chicago,35
10721,Female,Chicago,53
10722,Male,Los Angeles,47
10723,Female,New York,46
10724,Male,New York,11
10725,Male,New York,52
10726,Male,Chicago,8
10727,Male,Houston,4
10728,Male,Chicago,27
10729,Male,Houston,44
10730,Female,Los Angeles,40
10731,Male,Miami,38
10732,Male,Houston,47
10733,Male,New York,30
10734,Female,Chicago,44
10735,Female,Los Angeles,48
10736,Male,New York,48
10737,Female,Los Angeles,27
10738,Male,Miami,21
10739,Male,Chicago,52
10740,Female,Chicago,20
10741,Male,Miami,4
10742,Female,Chicago,11
10743,Female,Houston,13
10744,Male,Los Angeles,9
10745,Male,New York,4
10746,Female,Miami,12
10747,Male,Houston,9
10748,Male,New York,13
10749,Male,New York,48
10750,Female,Miami,26
10751,Female,Houston,38
10752,Male,New York,42
10753,Female,New York,13
10754,Female,Houston,39
10755,Female,Chicago,28
10756,Female,New York,58
10757,Female,Los Angeles,19
10758,Male,Houston,24
10759,Male,New York,19
10760,Male,Miami,49
10761,Female,Los Angeles,13
10762,Female,New York,13
10763,Male,Los Angeles,58
10764,Female,Los Angeles,28
10765,Male,Chicago,53
10766,Male,Los Angeles,2
10767,Male,Chicago,10
10768,Female,Houston,22
10769,Female,Chicago,13
10770,Male,Miami,58
10771,Male,New York,9
10772,Male,Houston,33
10773,Male,Houston,14
10774,Female,Miami,48
10775,Female,Chicago,20
10776,Male,New York,15
10777,Male,Chicago,32
10778,Female,Los Angeles,33
10779,Female,Chicago,17
10780,Male,Houston,24
10781,Male,New York,30
10782,Male,Chicago,13
10783,Female,New York,59
10784,Female,New York,47
10785,Female,Los Angeles,48
10786,Male,Los Angeles,16
10787,Male,Houston,2
10788,Female,Miami,17
10789,Female,New York,32
10790,Male,Miami,43
10791,Female,Houston,8
10792,Female,New York,52
10793,Male,New York,3
10794,Female,Miami,12
10795,Male,Chicago,20
10796,Male,Los Angeles,16
10797,Male,Chicago,14
10798,Male,Miami,16
10799,Male,Los Angeles,59
10800,Male,Chicago,53
10801,Male,Los Angeles,49
10802,Female,New York,43
10803,Male,Chicago,49
10804,Male,Los Angeles,51
10805,Female,Los Angeles,54
10806,Female,Los Angeles,33
10807,Female,Chicago,30
10808,Male,Houston,59
10809,Female,Chicago,12
10810,Male,Miami,15
10811,Male,Chicago,18
10812,Male,Los Angeles,28
10813,Male,New York,23
10814,Female,Chicago,14
10815,Female,Chicago,30
10816,Male,Los Angeles,33
10817,Male,New York,45
10818,Male,New York,15
10819,Female,Miami,7
10820,Male,Chicago,15
10821,Male,New York,52
10822,Female,New York,42
10823,Female,Houston,46
10824,Male,Houston,38
10825,Female,New York,46
10826,Female,Miami,56
10827,Male,New York,57
10828,Female,Los Angeles,54
10829,Male,Chicago,44
10830,Female,Miami,11
10831,Male,Los Angeles,29
10832,Male,Miami,31
10833,Male,Los Angeles,25
10834,Female,Chicago,52
10835,Male,Chicago,54
10836,Female,Houston,24
10837,Male,Los Angeles,57
10838,Male,Houston,19
10839,Female,Los Angeles,2
10840,Male,Houston,22
10841,Male,Chicago,20
10842,Female,Miami,33
10843,Male,Houston,8
10844,Male,Los Angeles,25
10845,Male,Los Angeles,46
10846,Male,Chicago,9
10847,Female,Los Angeles,34
10848,Female,New York,57
10849,Male,Miami,23
10850,Female,Houston,5
10851,Male,Miami,55
10852,Female,Chicago,25
10853,Male,Houston,8
10854,Male,Houston,16
10855,Male,New York,54
10856,Male,Chicago,48
10857,Male,Los Angeles,45
10858,Male,New York,52
10859,Female,New York,15
10860,Male,Miami,1
10861,Female,Miami,22
10862,Male,Miami,3
10863,Female,New York,38
10864,Female,Los Angeles,54
10865,Female,Houston,14
10866,Male,Miami,36
10867,Male,Los Angeles,18
10868,Female,Chicago,47
10869,Male,Miami,41
10870,Female,Houston,18
10871,Male,Chicago,3
10872,Female,Chicago,10
10873,Female,Houston,49
10874,Male,Miami,39
10875,Female,New York,47
10876,Male,Houston,1
10877,Female,Houston,27
10878,Female,Houston,57
10879,Male,Chicago,27
10880,Male,Los Angeles,11
10881,Male,New York,49
10882,Female,Miami,5
10883,Male,Miami,7
10884,Female,Los Angeles,19
10885,Female,Houston,57
10886,Male,New York,56
10887,Male,Miami,29
10888,Female,Miami,15
10889,Female,Houston,35
10890,Male,Los Angeles,47
10891,Male,New York,37
10892,Male,Los Angeles,55
10893,Male,Los Angeles,12
10894,Male,New York,30
10895,Female,New York,20
10896,Female,Miami,37
10897,Female,Miami,3
10898,Female,New York,9
10899,Male,Chicago,58
10900,Male,Miami,41
10901,Male,Chicago,39
10902,Female,New York,26
10903,Female,Miami,2
10904,Male,Los Angeles,23
10905,Male,New York,23
10906,Female,Houston,59
10907,Female,Chicago,21
10908,Male,New York,16
10909,Male,New York,9
10910,Female,Miami,13
10911,Male,Miami,28
10912,Male,Miami,27
10913,Male,Houston,51
10914,Female,Miami,52
10915,Female,New York,17
10916,Female,Miami,38
10917,Female,Los Angeles,36
10918,Female,Miami,1
10919,Female,Houston,18
10920,Female,Los Angeles,51
10921,Male,New York,9
10922,Male,New York,13
10923,Male,Chicago,40
10924,Male,Los Angeles,55
10925,Male,Chicago,45
10926,Male,Los Angeles,15
10927,Male,Los Angeles,43
10928,Female,Houston,44
10929,Female,Chicago,46
10930,Male,Houston,4
10931,Male,Los Angeles,33
10932,Female,New York,24
10933,Male,Los Angeles,36
10934,Male,Houston,51
10935,Female,Chicago,41
10936,Male,Chicago,10
10937,Female,Houston,36
10938,Male,Chicago,20
10939,Female,Miami,41
10940,Female,New York,45
10941,Female,New York,44
10942,Male,New York,11
10943,Female,Chicago,12
10944,Male,Chicago,18
10945,Male,Los Angeles,30
10946,Male,Los Angeles,44
10947,Male,New York,48
10948,Female,Miami,37
10949,Female,Los Angeles,20
10950,Male,Los Angeles,25
10951,Male,Chicago,12
10952,Female,Miami,21
10953,Male,New York,25
10954,Female,Los Angeles,11
10955,Male,Miami,9
10956,Male,Miami,50
10957,Female,New York,25
10958,Male,Miami,35
10959,Female,Miami,52
10960,Male,Miami,32
10961,Male,Los Angeles,49
10962,Male,New York,14
10963,Female,Miami,1
10964,Male,Miami,17
10965,Male,Los Angeles,25
10966,Male,New York,59
10967,Male,Chicago,8
10968,Female,Los Angeles,5
10969,Female,New York,5
10970,Male,Miami,41
10971,Female,New York,35
10972,Male,New York,19
10973,Male,New York,23
10974,Male,Chicago,9
10975,Female,New York,54
10976,Female,Chicago,30
10977,Female,Miami,50
10978,Female,Chicago,16
10979,Female,Miami,33
10980,Female,Miami,2
10981,Female,Chicago,14
10982,Female,Los Angeles,46
10983,Female,Houston,1
10984,Male,New York,26
10985,Female,Houston,58
10986,Female,New York,25
10987,Female,New York,16
10988,Female,Miami,15
10989,Female,New York,26
10990,Female,New York,47
10991,Female,Chicago,44
10992,Female,Houston,16
10993,Female,Chicago,14
10994,Female,New York,29
10995,Female,Miami,24
10996,Male,Chicago,47
10997,Male,Chicago,55
10998,Female,Los Angeles,15
10999,Female,New York,19
11000,Male,Miami,8
11001,Female,Chicago,34
11002,Male,Chicago,2
11003,Male,Miami,27
11004,Male,New York,10
11005,Male,Los Angeles,35
11006,Male,Chicago,23
11007,Female,Los Angeles,49
11008,Male,Houston,8
11009,Female,New York,28
11010,Female,Houston,23
11011,Male,Houston,4
11012,Male,Houston,14
11013,Female,New York,53
11014,Male,New York,42
11015,Male,Miami,29
11016,Female,Los Angeles,1
11017,Female,Los Angeles,4
11018,Male,Miami,32
11019,Female,Miami,33
11020,Male,Houston,49
11021,Male,Miami,26
11022,Male,Chicago,17
11023,Female,Los Angeles,39
11024,Female,Miami,23
11025,Female,Chicago,32
11026,Female,Chicago,52
11027,Female,Chicago,15
11028,Male,Chicago,13
11029,Male,Houston,2
11030,Male,Chicago,19
11031,Male,Houston,24
11032,Female,Houston,45
11033,Male,Chicago,24
11034,Female,Los Angeles,11
11035,Male,Chicago,59
11036,Female,Chicago,22
11037,Female,Chicago,15
11038,Male,Los Angeles,10
11039,Male,New York,41
11040,Male,New York,27
11041,Male,Houston,9
11042,Female,Houston,52
11043,Male,Los Angeles,28
11044,Male,Miami,1
11045,Female,New York,17
11046,Male,Houston,31
11047,Male,New York,44
11048,Male,Los Angeles,10
11049,Male,Los Angeles,37
11050,Male,Miami,29
11051,Female,Miami,18
11052,Male,Los Angeles,47
11053,Male,Houston,38
11054,Male,New York,39
11055,Male,Chicago,49
11056,Male,Miami,6
11057,Female,Chicago,40
11058,Male,Houston,12
11059,Female,Miami,53
11060,Female,Chicago,14
11061,Male,Houston,44
11062,Male,New York,55
11063,Male,Houston,10
11064,Male,Miami,54
11065,Female,Los Angeles,20
11066,Male,New York,15
11067,Male,Chicago,31
11068,Male,Miami,7
11069,Male,Los Angeles,58
11070,Male,Houston,41
11071,Male,Los Angeles,10
11072,Female,Miami,10
11073,Female,Miami,48
11074,Male,Los Angeles,39
11075,Male,Houston,28
11076,Male,Los Angeles,30
11077,Female,Miami,37
11078,Male,Miami,55
11079,Female,Chicago,3
11080,Male,Chicago,50
11081,Male,New York,43
11082,Male,Miami,15
11083,Male,Chicago,21
11084,Female,Los Angeles,52
11085,Female,Houston,37
11086,Male,Los Angeles,56
11087,Male,Houston,12
11088,Female,Chicago,4
11089,Female,New York,47
11090,Female,Los Angeles,9
11091,Female,Los Angeles,39
11092,Male,Los Angeles,42
11093,Female,Houston,28
11094,Male,Chicago,23
11095,Female,Los Angeles,45
11096,Female,Los Angeles,40
11097,Female,New York,44
11098,Female,New York,22
11099,Female,Chicago,24
11100,Male,Chicago,51
11101,Male,Miami,58
11102,Female,New York,26
11103,Female,Miami,30
11104,Male,Houston,33
11105,Female,Miami,16
11106,Female,Los Angeles,22
11107,Male,Miami,49
11108,Female,Chicago,57
11109,Female,Houston,50
11110,Male,Los Angeles,43
