CustomerID,Transaction_ID,Transaction_Date,Product_SKU,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status
10100,200100,25-10-2023,SKU9331,Sports Product 100,Sports,1,860.9,27.57,Used
10101,200101,29-06-2023,SKU8398,Sports Product 101,Sports,4,318.05,12.52,Not Used
10102,200102,30-06-2023,SKU3972,Apparel Product 102,Apparel,5,11.44,35.73,Used
10103,200103,23-08-2023,SKU2514,Sports Product 103,Sports,1,241.82,39.06,Used
10104,200104,15-11-2023,SKU4970,Beauty Product 104,Beauty,3,98.61,8.23,Used
10105,200105,03-12-2023,SKU5719,Home Decor Product 105,Home Decor,5,101.46,43.26,Used
10106,200106,08-01-2023,SKU2345,Beauty Product 106,Beauty,4,695.91,42.32,Used
10107,200107,27-01-2023,SKU2917,Sports Product 107,Sports,2,221.84,26.26,Not Used
10108,200108,04-11-2023,SKU8641,Sports Product 108,Sports,5,935.39,30.22,Not Used
10109,200109,26-05-2023,SKU9644,Home Decor Product 109,Home Decor,1,521.28,37.1,Not Used
10110,200110,01-04-2023,SKU2611,Sports Product 110,Sports,3,465.5,35.45,Used
10111,200111,08-12-2023,SKU3078,Home Decor Product 111,Home Decor,4,439.94,5.74,Not Used
10112,200112,29-09-2023,SKU3064,Apparel Product 112,Apparel,2,695.66,10.51,Not Used
10113,200113,18-11-2023,SKU8379,Home Decor Product 113,Home Decor,3,457.74,12.32,Not Used
10114,200114,05-01-2023,SKU6779,Home Decor Product 114,Home Decor,2,137.31,39.01,Used
10115,200115,23-03-2023,SKU8150,Beauty Product 115,Beauty,4,881.37,24.8,Used
10116,200116,07-08-2023,SKU1353,Sports Product 116,Sports,5,434.11,29.55,Not Used
10117,200117,28-04-2023,SKU6718,Apparel Product 117,Apparel,1,83.26,39.77,Not Used
10118,200118,22-03-2023,SKU4636,Electronics Product 118,Electronics,4,534.07,20.34,Not Used
10119,200119,11-03-2023,SKU7044,Home Decor Product 119,Home Decor,3,650.87,38.7,Not Used
10120,200120,25-04-2023,SKU1711,Electronics Product 120,Electronics,5,282.83,24.9,Used
10121,200121,20-09-2023,SKU5272,Sports Product 121,Sports,2,802.34,21.97,Not Used
10122,200122,02-11-2023,SKU2429,Home Decor Product 122,Home Decor,5,673.08,19.99,Not Used
10123,200123,22-05-2023,SKU7444,Electronics Product 123,Electronics,5,653.84,48.42,Not Used
10124,200124,26-07-2023,SKU4420,Beauty Product 124,Beauty,3,426.62,39.74,Used
10125,200125,21-04-2023,SKU3068,Electronics Product 125,Electronics,1,962.3,5.91,Used
10126,200126,30-10-2023,SKU8159,Beauty Product 126,Beauty,5,281.45,48.08,Not Used
10127,200127,22-04-2023,SKU5806,Apparel Product 127,Apparel,5,581.93,39.89,Used
10128,200128,12-02-2023,SKU7844,Sports Product 128,Sports,1,315.96,11.71,Used
10129,200129,13-12-2023,SKU9343,Electronics Product 129,Electronics,1,747.36,8.44,Used
10130,200130,12-10-2023,SKU4231,Home Decor Product 130,Home Decor,2,57.31,18.87,Not Used
10131,200131,08-05-2023,SKU3906,Sports Product 131,Sports,2,55.43,33.09,Used
10132,200132,04-07-2023,SKU4551,Electronics Product 132,Electronics,1,812.75,32.74,Not Used
10133,200133,17-08-2023,SKU5191,Home Decor Product 133,Home Decor,4,439.93,17.41,Used
10134,200134,09-08-2023,SKU4423,Home Decor Product 134,Home Decor,1,347.77,25.06,Used
10135,200135,18-12-2023,SKU5057,Home Decor Product 135,Home Decor,2,611.45,14.54,Not Used
10136,200136,27-04-2023,SKU6194,Home Decor Product 136,Home Decor,3,704.88,7.28,Not Used
10137,200137,11-03-2023,SKU4665,Electronics Product 137,Electronics,3,209.19,28.26,Used
10138,200138,11-03-2023,SKU5735,Apparel Product 138,Apparel,5,193.58,20.61,Used
10139,200139,20-04-2023,SKU7389,Beauty Product 139,Beauty,3,958.57,29.43,Not Used
10140,200140,12-05-2023,SKU8882,Beauty Product 140,Beauty,2,593.77,47.59,Used
10141,200141,25-02-2023,SKU6289,Beauty Product 141,Beauty,3,396.22,11.45,Not Used
10142,200142,30-03-2023,SKU8798,Apparel Product 142,Apparel,4,803.43,5.09,Not Used
10143,200143,17-05-2023,SKU4408,Home Decor Product 143,Home Decor,1,529.91,8.46,Not Used
10144,200144,11-05-2023,SKU2161,Home Decor Product 144,Home Decor,1,249.25,25.82,Used
10145,200145,06-08-2023,SKU2259,Sports Product 145,Sports,2,214.67,36.81,Used
10146,200146,25-06-2023,SKU5090,Beauty Product 146,Beauty,5,402.89,31.13,Not Used
10147,200147,20-06-2023,SKU6690,Beauty Product 147,Beauty,1,861.3,27.27,Used
10148,200148,10-04-2023,SKU3981,Home Decor Product 148,Home Decor,3,70.83,20.93,Not Used
10149,200149,09-05-2023,SKU9065,Beauty Product 149,Beauty,4,226.34,18.95,Used
10150,200150,26-02-2023,SKU4554,Home Decor Product 150,Home Decor,5,894.22,21.93,Used
10151,200151,30-06-2023,SKU3389,Home Decor Product 151,Home Decor,5,130.52,32.52,Used
10152,200152,03-09-2023,SKU9158,Home Decor Product 152,Home Decor,5,633.33,12.55,Used
10153,200153,24-05-2023,SKU2014,Electronics Product 153,Electronics,1,221.38,39.71,Not Used
10154,200154,20-02-2023,SKU6729,Electronics Product 154,Electronics,5,609.81,30.89,Used
10155,200155,06-08-2023,SKU4713,Electronics Product 155,Electronics,2,389.27,17.11,Not Used
10156,200156,14-04-2023,SKU2492,Electronics Product 156,Electronics,3,110.66,27.55,Used
10157,200157,24-02-2023,SKU8585,Apparel Product 157,Apparel,4,586.65,48.33,Not Used
10158,200158,14-09-2023,SKU5122,Sports Product 158,Sports,3,686.21,5.92,Used
10159,200159,12-12-2023,SKU1454,Sports Product 159,Sports,2,683.47,13.98,Not Used
10160,200160,05-06-2023,SKU1917,Home Decor Product 160,Home Decor,2,640.66,25.18,Used
10161,200161,22-02-2023,SKU7723,Beauty Product 161,Beauty,3,505.22,33.73,Not Used
10162,200162,25-11-2023,SKU9205,Electronics Product 162,Electronics,1,524.28,14.55,Used
10163,200163,06-07-2023,SKU7241,Sports Product 163,Sports,2,639.28,46.91,Used
10164,200164,30-12-2023,SKU5374,Sports Product 164,Sports,5,693.36,33.92,Used
10165,200165,30-05-2023,SKU7059,Electronics Product 165,Electronics,4,658.33,44.48,Not Used
10166,200166,21-09-2023,SKU1489,Apparel Product 166,Apparel,4,591.08,19.82,Not Used
10167,200167,07-09-2023,SKU1984,Apparel Product 167,Apparel,2,164.28,42.3,Used
10168,200168,25-10-2023,SKU1960,Sports Product 168,Sports,5,218.51,22.02,Not Used
10169,200169,30-07-2023,SKU9050,Apparel Product 169,Apparel,3,267.62,16.37,Used
10170,200170,25-01-2023,SKU2782,Electronics Product 170,Electronics,4,920.47,46.02,Used
10171,200171,21-10-2023,SKU6983,Sports Product 171,Sports,5,761.8,9.15,Used
10172,200172,07-12-2023,SKU2869,Electronics Product 172,Electronics,5,557.34,47.43,Not Used
10173,200173,01-06-2023,SKU3644,Apparel Product 173,Apparel,1,259.54,25.63,Not Used
10174,200174,24-01-2023,SKU7838,Electronics Product 174,Electronics,2,119.78,49.67,Used
10175,200175,09-09-2023,SKU5345,Apparel Product 175,Apparel,5,899.77,29.28,Not Used
10176,200176,01-03-2023,SKU6702,Apparel Product 176,Apparel,3,893.74,39.09,Not Used
10177,200177,07-03-2023,SKU9075,Electronics Product 177,Electronics,4,119.59,5.32,Used
10178,200178,22-02-2023,SKU8630,Apparel Product 178,Apparel,1,799.24,27.35,Used
10179,200179,16-04-2023,SKU6902,Home Decor Product 179,Home Decor,3,452.18,38.19,Not Used
10180,200180,06-04-2023,SKU7032,Electronics Product 180,Electronics,4,330.73,40.23,Used
10181,200181,25-06-2023,SKU2825,Home Decor Product 181,Home Decor,2,741.71,12.11,Used
10182,200182,08-02-2023,SKU4110,Electronics Product 182,Electronics,3,618.19,23.85,Not Used
10183,200183,17-06-2023,SKU4770,Apparel Product 183,Apparel,4,782.23,23.86,Not Used
10184,200184,11-02-2023,SKU1029,Apparel Product 184,Apparel,1,83.59,9.66,Not Used
10185,200185,14-04-2023,SKU9958,Sports Product 185,Sports,4,325.4,24.94,Used
10186,200186,29-11-2023,SKU9806,Sports Product 186,Sports,5,326.12,41.32,Used
10187,200187,23-07-2023,SKU3121,Home Decor Product 187,Home Decor,1,336.46,18.51,Not Used
10188,200188,08-01-2023,SKU4009,Apparel Product 188,Apparel,3,507.46,24.47,Not Used
10189,200189,09-10-2023,SKU4819,Sports Product 189,Sports,2,290.18,48.24,Used
10190,200190,12-02-2023,SKU8739,Apparel Product 190,Apparel,1,449.94,6.43,Not Used
10191,200191,20-04-2023,SKU9215,Electronics Product 191,Electronics,1,374.1,31.62,Not Used
10192,200192,29-07-2023,SKU5059,Sports Product 192,Sports,1,737.94,38.45,Used
10193,200193,25-08-2023,SKU3910,Home Decor Product 193,Home Decor,4,607.47,39.24,Used
10194,200194,22-12-2023,SKU2970,Sports Product 194,Sports,5,657.09,37.22,Not Used
10195,200195,15-11-2023,SKU7655,Apparel Product 195,Apparel,2,218.48,37.69,Not Used
10196,200196,18-02-2023,SKU5767,Beauty Product 196,Beauty,2,332.25,7.66,Used
10197,200197,25-04-2023,SKU9762,Beauty Product 197,Beauty,5,30.95,29.04,Used
10198,200198,04-06-2023,SKU2242,Apparel Product 198,Apparel,4,117.29,40.23,Used
10199,200199,17-05-2023,SKU1712,Electronics Product 199,Electronics,4,272.4,9.23,Used
10200,200200,16-06-2023,SKU3866,Sports Product 200,Sports,5,74.81,5.54,Not Used
10201,200201,17-11-2023,SKU7153,Beauty Product 201,Beauty,5,606.61,41.66,Used
10202,200202,18-07-2023,SKU6587,Electronics Product 202,Electronics,3,998.15,37.05,Used
10203,200203,12-03-2023,SKU9827,Apparel Product 203,Apparel,4,109.81,23.55,Not Used
10204,200204,07-01-2023,SKU8713,Electronics Product 204,Electronics,1,823.02,47.32,Not Used
10205,200205,19-07-2023,SKU7861,Apparel Product 205,Apparel,2,127.63,39.5,Not Used
10206,200206,02-12-2023,SKU2297,Sports Product 206,Sports,4,673.21,48.55,Used
10207,200207,08-03-2023,SKU1357,Electronics Product 207,Electronics,5,646.73,46.82,Not Used
10208,200208,18-05-2023,SKU6102,Sports Product 208,Sports,1,903.69,26.66,Used
10209,200209,30-08-2023,SKU1240,Electronics Product 209,Electronics,3,122.81,38.96,Used
10210,200210,01-08-2023,SKU7854,Apparel Product 210,Apparel,3,322.29,35.11,Not Used
10211,200211,30-06-2023,SKU2826,Apparel Product 211,Apparel,1,99.87,41.52,Used
10212,200212,11-09-2023,SKU9115,Electronics Product 212,Electronics,1,413.31,40.45,Not Used
10213,200213,11-04-2023,SKU4558,Apparel Product 213,Apparel,5,912.48,11.9,Not Used
10214,200214,17-12-2023,SKU4860,Home Decor Product 214,Home Decor,5,783.71,15.52,Used
10215,200215,28-03-2023,SKU5447,Home Decor Product 215,Home Decor,2,725.67,16.96,Used
10216,200216,04-07-2023,SKU5139,Sports Product 216,Sports,2,537.7,41.83,Used
10217,200217,01-04-2023,SKU1137,Home Decor Product 217,Home Decor,3,884.65,41.48,Not Used
10218,200218,05-09-2023,SKU4734,Home Decor Product 218,Home Decor,1,454.95,27.29,Not Used
10219,200219,02-08-2023,SKU2967,Beauty Product 219,Beauty,3,158.19,31.14,Not Used
10220,200220,25-12-2023,SKU7579,Beauty Product 220,Beauty,5,839.21,42.21,Used
10221,200221,06-09-2023,SKU5849,Beauty Product 221,Beauty,4,286.84,19.07,Not Used
10222,200222,06-05-2023,SKU9334,Beauty Product 222,Beauty,5,63.1,7.26,Not Used
10223,200223,04-01-2023,SKU8167,Apparel Product 223,Apparel,4,134.78,26.72,Not Used
10224,200224,29-03-2023,SKU6942,Sports Product 224,Sports,1,612.97,46.12,Used
10225,200225,31-05-2023,SKU8466,Sports Product 225,Sports,1,611.01,40.57,Used
10226,200226,25-06-2023,SKU7405,Home Decor Product 226,Home Decor,1,267.58,21.5,Used
10227,200227,30-07-2023,SKU6515,Sports Product 227,Sports,2,729.91,7.91,Not Used
10228,200228,16-09-2023,SKU9051,Home Decor Product 228,Home Decor,2,775.9,33.66,Not Used
10229,200229,01-04-2023,SKU3019,Sports Product 229,Sports,4,921.3,42.55,Used
10230,200230,16-09-2023,SKU7174,Electronics Product 230,Electronics,3,589.09,34.92,Used
10231,200231,10-07-2023,SKU8092,Electronics Product 231,Electronics,3,781.63,24.13,Not Used
10232,200232,22-03-2023,SKU3849,Sports Product 232,Sports,4,755.57,10.55,Not Used
10233,200233,18-05-2023,SKU2192,Apparel Product 233,Apparel,2,265.23,45.98,Not Used
10234,200234,16-12-2023,SKU3355,Home Decor Product 234,Home Decor,5,317.12,17.42,Used
10235,200235,06-05-2023,SKU3506,Sports Product 235,Sports,4,483.7,15.09,Used
10236,200236,22-12-2023,SKU1333,Home Decor Product 236,Home Decor,3,28.85,41.72,Used
10237,200237,05-11-2023,SKU3562,Beauty Product 237,Beauty,4,304.42,49.15,Used
10238,200238,09-12-2023,SKU2795,Sports Product 238,Sports,4,479.14,34.71,Not Used
10239,200239,18-08-2023,SKU1253,Apparel Product 239,Apparel,1,116.99,33.12,Not Used
10240,200240,11-12-2023,SKU4657,Beauty Product 240,Beauty,2,135.01,19.37,Not Used
10241,200241,06-11-2023,SKU8502,Sports Product 241,Sports,1,468.6,5.92,Used
10242,200242,20-01-2023,SKU4237,Electronics Product 242,Electronics,2,733.66,13.63,Used
10243,200243,18-02-2023,SKU4331,Sports Product 243,Sports,4,835.41,31.3,Not Used
10244,200244,15-05-2023,SKU2027,Electronics Product 244,Electronics,2,550.85,11.81,Used
10245,200245,29-01-2023,SKU3166,Electronics Product 245,Electronics,3,480,44.77,Used
10246,200246,17-02-2023,SKU1469,Sports Product 246,Sports,1,390.44,13.47,Not Used
10247,200247,26-09-2023,SKU8660,Sports Product 247,Sports,4,201.02,28.49,Used
10248,200248,03-01-2023,SKU8905,Electronics Product 248,Electronics,3,155.1,28.04,Used
10249,200249,15-09-2023,SKU6983,Home Decor Product 249,Home Decor,2,793.98,32.18,Not Used
10250,200250,16-01-2023,SKU2093,Beauty Product 250,Beauty,2,470.36,19.73,Not Used
10251,200251,04-04-2023,SKU5789,Apparel Product 251,Apparel,3,792.42,44.31,Not Used
10252,200252,24-12-2023,SKU3912,Sports Product 252,Sports,2,707.04,24.99,Used
10253,200253,14-05-2023,SKU6489,Beauty Product 253,Beauty,1,201.96,36.51,Not Used
10254,200254,28-10-2023,SKU1180,Beauty Product 254,Beauty,5,515.2,33.62,Not Used
10255,200255,23-11-2023,SKU5142,Home Decor Product 255,Home Decor,2,449.58,10.27,Used
10256,200256,13-05-2023,SKU4623,Beauty Product 256,Beauty,4,429.63,33.02,Used
10257,200257,08-11-2023,SKU5729,Sports Product 257,Sports,2,547.15,29.78,Not Used
10258,200258,01-02-2023,SKU6259,Beauty Product 258,Beauty,4,982.26,45.44,Not Used
10259,200259,01-11-2023,SKU9029,Sports Product 259,Sports,2,814.77,44.64,Used
10260,200260,26-09-2023,SKU5684,Sports Product 260,Sports,2,904.68,11.79,Used
10261,200261,25-01-2023,SKU8854,Electronics Product 261,Electronics,4,39.34,8.68,Used
10262,200262,12-11-2023,SKU4632,Home Decor Product 262,Home Decor,1,148.93,18.26,Not Used
10263,200263,28-02-2023,SKU6973,Apparel Product 263,Apparel,5,93.92,49.4,Used
10264,200264,01-08-2023,SKU7417,Electronics Product 264,Electronics,5,270.6,5.97,Not Used
10265,200265,05-06-2023,SKU2562,Apparel Product 265,Apparel,1,447.47,35.28,Not Used
10266,200266,10-11-2023,SKU2413,Sports Product 266,Sports,2,645.63,32.38,Not Used
10267,200267,03-10-2023,SKU7504,Electronics Product 267,Electronics,5,505.82,34.1,Used
10268,200268,29-07-2023,SKU2017,Beauty Product 268,Beauty,1,904.15,14.82,Used
10269,200269,26-02-2023,SKU4654,Beauty Product 269,Beauty,1,940.46,15.2,Not Used
10270,200270,04-07-2023,SKU7842,Apparel Product 270,Apparel,5,171.89,24.38,Not Used
10271,200271,23-02-2023,SKU9949,Sports Product 271,Sports,4,854.38,9.31,Used
10272,200272,28-07-2023,SKU7098,Apparel Product 272,Apparel,3,486.9,8.36,Not Used
10273,200273,08-12-2023,SKU9812,Home Decor Product 273,Home Decor,4,458.8,8.98,Used
10274,200274,20-10-2023,SKU4584,Beauty Product 274,Beauty,2,787.09,30.78,Not Used
10275,200275,06-12-2023,SKU1181,Electronics Product 275,Electronics,4,102.21,22.9,Used
10276,200276,31-10-2023,SKU7829,Electronics Product 276,Electronics,3,883.67,18.21,Not Used
10277,200277,09-09-2023,SKU3667,Electronics Product 277,Electronics,3,674.15,19.21,Not Used
10278,200278,31-10-2023,SKU7173,Beauty Product 278,Beauty,1,876.51,14.33,Not Used
10279,200279,22-04-2023,SKU6421,Sports Product 279,Sports,2,994.53,23.52,Used
10280,200280,06-01-2023,SKU3364,Beauty Product 280,Beauty,1,522.82,14.14,Used
10281,200281,10-07-2023,SKU6516,Beauty Product 281,Beauty,4,102.33,36.41,Used
10282,200282,30-11-2023,SKU4305,Electronics Product 282,Electronics,4,174.86,10.58,Not Used
10283,200283,06-10-2023,SKU3215,Beauty Product 283,Beauty,5,330.38,47.67,Not Used
10284,200284,06-12-2023,SKU1125,Electronics Product 284,Electronics,1,112.52,9.04,Used
10285,200285,13-01-2023,SKU3620,Sports Product 285,Sports,1,817.19,47.46,Used
10286,200286,30-10-2023,SKU5215,Home Decor Product 286,Home Decor,1,303.9,42.5,Used
10287,200287,13-02-2023,SKU2451,Electronics Product 287,Electronics,1,976.13,35.63,Not Used
10288,200288,15-04-2023,SKU6547,Apparel Product 288,Apparel,3,705.57,46.05,Used
10289,200289,09-06-2023,SKU7703,Home Decor Product 289,Home Decor,5,181.7,11.26,Used
10290,200290,03-06-2023,SKU8369,Sports Product 290,Sports,2,481.28,12.93,Not Used
10291,200291,30-08-2023,SKU4130,Home Decor Product 291,Home Decor,2,472.22,16.35,Used
10292,200292,30-06-2023,SKU1696,Electronics Product 292,Electronics,2,497.59,16.02,Used
10293,200293,14-01-2023,SKU3270,Sports Product 293,Sports,3,540.33,18.99,Used
10294,200294,29-06-2023,SKU9501,Apparel Product 294,Apparel,5,40.86,30.9,Used
10295,200295,19-10-2023,SKU4411,Electronics Product 295,Electronics,5,689.44,6.27,Used
